title,link,date,content,is_fake
Pulau Tagulandang akan tenggelam karena erupsi Gunung Ruang,https://www.antaranews.com/berita/4095156/hoaks-pulau-tagulandang-akan-tenggelam-karena-erupsi-gunung-ruang,,"– beredar pesan berantai yang menarasikan pulau tagulandang yang terletak dibagian utara propinsi sulawesi utara akan tenggelam karena erupsi gunung ruang.

diketahui, gunung ruang kembali erupsi pada selasa 16 april dan 30 april lalu dengan mengeluarkan hujan batu dan awan panas.",1
Ronaldo dan Messi bela Indonesia atas kecurangan wasit,https://www.antaranews.com/berita/4092876/hoaks-ronaldo-dan-messi-bela-indonesia-atas-kecurangan-wasit,,"– sebuah unggahan video di tiktok menarasikan pemain sepak bola asal portugal, christian ronaldo dan pemain sepak bola asal argentina, lionel messi membela indonesia dalam pertandingan semifinal piala asia u23 2024 melawan uzbekistan senin (29/4/2024). 

keputusan var kontroversial yang terjadi pada laga tersebut dianggap tidak adil bagi timnas indonesia. dalam video tersebut, dinarasikan ronaldo dan messi membela timnas indonesia atas kecurangan tersebut.

berikut narasi dalam unggahan tersebut:
“indonesia benar2 sedang menjadi perhatian dunia, cr7 dan leonel messi juga bela indonesia”",1
Pelatih Guinea sebut Indonesia negara miskin,https://www.antaranews.com/berita/4092084/hoaks-pelatih-guinea-sebut-indonesia-negara-miskin,,"– setelah gagal merebut gelar peringkat ketiga piala asia u23, indonesia kembali mendapat kesempatan untuk lolos di olimpiade paris 2024 melalui babak play off. 

indonesia akan mengikuti babak play off melawan guinea pada kamis (9/5/2024) dengan waktu kick off pukul 20.00 wib. pemenang laga indonesia vs guine akan lolos langsung ke cabang sepak bola olimpiade paris 2024.

sebuah unggahan video di tiktok menampilkan wawancara pelatih timnas guinea, kaba diawara. dalam video tersebut dinarasikan diawara mengira indonesia merupakan negara miskin.

berikut narasi dalam unggahan tersebut:
“awalnya kira indonesia miskin ! bagaimana pelatih guniea ini akhirnya tak tahan menahan malu”",1
Jokowi kirim bunga ke Kim Jong Un atas dukungan terhadap timnas saat melawan Korsel,https://www.antaranews.com/berita/4083027/hoaks-jokowi-kirim-bunga-ke-kim-jong-un-atas-dukungan-terhadap-timnas-saat-melawan-korsel,,"– sebuah unggahan video di tiktok menarasikan presiden indonesia, joko widodo mengirim bunga ke presiden korea utara, kim jong un sebagai ucapan terima kasih atas dukungannya terhadap tim nasional indonesia di piala asia u23 saat melawan korea selatan, jumat (26/4/2024).

berikut narasi dalam unggahan tersebut:
“kim jong un medukung timnas indonesia atas korsel atas dukungan kim jong un, jokowi kirim bunga sebagai ucapan terima kasih”",1
MK putuskan Anies dan Ganjar tidak boleh calonkan diri jadi Presiden,https://www.antaranews.com/berita/4081959/hoaks-mk-putuskan-anies-dan-ganjar-tidak-boleh-calonkan-diri-jadi-presiden,,"– sebuah unggahan video di tiktok menampilkan pasangan calon presiden dan wakil presiden nomor urut satu anies baswedan dan muhaimin dengan paslon nomor urut tiga ganjar pranowo dan mahfud md saat hakim mk menjelaskan hasil keputusan sidang.

dalam video tersebut dinarasikan anies dan ganjar tidak diperbolehkan menjadi calon presiden lagi hingga waktu yang tidak ditentukan.

berikut narasi dalam unggahan tersebut:
“ganjar pranowo dan anies baswedan diputuskan oleh hakim mk dilarang mencalokan diri sebagai presiden di indonesia untuk selamanya”",1
Kasus suap MK muncul ke publik setelah tolak gugatan Anies-Ganjar pada akhir April,https://www.antaranews.com/berita/4081677/disinformasi-kasus-suap-mk-muncul-ke-publik-setelah-tolak-gugatan-anies-ganjar-pada-akhir-april,,"– sebuah unggahan di x yang diunggah pada 25 april menarasikan bahwa kasus suap mahkamah konstitusi (mk) mulai muncul kepublik setelah mk memutuskan menolak permohonan sengketa pilpres 2024 yang diajukan anies baswedan-muhaimin iskandar dan ganjar pranowo-mahfud md dalam sidang pembacaan putusan, senin (22/4/2024).

berikut narasi dalam unggahan tersebut:
“sepertinya bakal ramei lagi nih hakim mk ada yang tetima suap.”",1
Pertandingan Indonesia melawan Uzbekistan diulang karena kecurangan wasit,https://www.antaranews.com/berita/4081392/hoaks-pertandingan-indonesia-melawan-uzbekistan-diulang-karena-kecurangan-wasit,,"– indonesia gagal melaju ke final piala asia u-23 2024 dengan skor 0-2 di babak semifinal di stadion abdullah bin khalifa stadium pada babak semifinal piala asia u-23, senin (29/4/2024) malam wib.

sebuah unggahan video di youtube ini, ini dan ini menarasikan bahwa pertandingan semifinal indonesia melawan uzbekistan akan diulang.

berikut narasi dalam unggahan tersebut:
“yes alhamdulullah resmi diulang ~afc beri pernyataan bijak ini usai temukan kejanggalan dari wasit
uzbekistan pasrah !! afc temukan kecurangan, laga timnas u23 vs uzbekistan diulang rabu ~ harus itu
indonesia vs uzbekistan resmi di ulang atas rekomendasi komite wasit afc dan fifa pad hari ini”",1
"Video Gibran resmi mendapatkan gelar ""gus""",https://www.antaranews.com/berita/4079151/hoaks-video-gibran-resmi-mendapatkan-gelar-gus,,"– sebuah unggahan video di tiktok menampilkan wali kota surakarta gibran rakabuming raka mengenakan peci dan dipakaikan kain yang diklaim sudah resmi menjadi mendapat gelar ""gus"".

berikut narasi dalam unggahan tersebut:
“sudah jd ulama plus gelar kiyai/gus? astagfirullah”",1
Video Aceh nyatakan keluar dari Indonesia setelah penetapan Prabowo presiden,https://www.antaranews.com/berita/4075773/hoaks-video-aceh-nyatakan-keluar-dari-indonesia-setelah-penetapan-prabowo-presiden,,"– sebuah unggahan video beredar dimedia sosial x menarasikan bahwa setelah prabowo-gibran dinyatakan menang sebagai presiden dan wakil presiden terpilih, aceh langsung mengibarkan bendera bulan bintang gam dan menyatakan aceh keluar dari negara indonesia.

berikut narasi dalam unggahan tersebut:
“prabowo menang di mk aceh langsung kibarkan bendera gam langsung keluar dr indonesia.”",1
Polisi temukan 400 kilogram emas di rumah Sandra Dewi,https://www.antaranews.com/berita/4070931/disinformasi-polisi-temukan-400-kilogram-emas-di-rumah-sandra-dewi,,"- kejaksaan agung (kejagung) telah menetapkan suami artis sandra dewi, harvey moeis, sebagai salah satu tersangka dalam kasus korupsi komoditas timah yang ditengarai berpotensi merugikan negara hingga rp271 triliun.

saat ini, sejumlah aset pribadi dan pergerakan uang yang pernah dilakukan oleh harvey pun tak luput dari perhatian kejagung. sebuah unggahan video di tiktok menarasikan polisi temukan 400 kilogram emas serta mata uang negara asing seperti vietnam, korea hingga dollar di rumah harvey moeis dan sandra dewi.

berikut narasi dalam unggahan tersebut:
“ngeri ! polisi temukan 400 kg emas di rumah sandra dewi beserta mata uang vietnam, korea, hingga dolar.”",1
"Raffi Ahmad, Atta Halilintar dan Gus Miftah dilaporkan atas kasus korupsi Rp3.000 triliun",https://www.antaranews.com/berita/4070232/hoaks-raffi-ahmad-atta-halilintar-dan-gus-miftah-dilaporkan-atas-kasus-korupsi-rp3000-triliun,,"– sebuah narasi di media sosial x terkait korupsi rp3.000 triliun ramai dibicarakan hingga menjadi topik yang ramai dibicarakan.

sebuah video tiktok menarasikan raffi ahmad, atta halilintar hingga gus miftah dilaporkan atas kasus tindak pidana pencucian uang (tppu) terkait kasus korupsi rp3.000 triliun.

berikut narasi dalam unggahan tersebut:
“raffi ahmad terindikasi tppu / tindak pidana pencucian uang
ada nama raffi ahmad, atta halilintar dan gus miftah dalam pusaran korupsi 3000 t
ini bukan fitnah, ini real raffi ahmad terindikasi tindak pidana pencucian uang”",1
FIFA batalkan kemenangan Qatar atas Indonesia karena kecurangan wasit,https://www.antaranews.com/berita/4067472/hoaks-fifa-batalkan-kemenangan-qatar-atas-indonesia-karena-kecurangan-wasit,,"– sebuah unggahan di facebook menarasikan fifa resmi membatalkan kemenangan qatar atas indonesia dalam laga piala asia u23 yang berlangsung di stadion jassim bin hamad, qatar, senin (15/4/2024).

sebelumnya, timnas u23 indonesia takluk 0-2 dari qatar di laga pertama grup a piala asia u23 pada senin (15/4/2024). kemenangan 2-0 qatar dipastikan melalui gol penalti khaled ali bin sabaa dan ahmed al rawi.

berikut narasi dalam unggahan tersebut:
“fifa dengan resmi membatalkan kemenangan qatar atas indonesia di piala asia u23 karena kecurangan wasit!!
jadi harapan besar pecinta sepakbola tanah air 
 var hanya jadi pajangan”",1
Video erupsi Gunung Merapi pada 18 April,https://www.antaranews.com/berita/4066683/hoaks-video-erupsi-gunung-merapi-pada-18-april,,"– sebuah unggahan youtube menampilkan video dengan durasi lima menit yang memperlihatkan gunung yang diklaim sebagai gunung merapi beredar pada pertengahan april 2024.

gunung merapi terletak di perbatasan antara provinsi jawa tengah dan daerah istimewa yogyakarta (kabupaten sleman) tersebut dinarasikan mengalami erupsi besar.

berikut narasi dalam unggahan tersebut:
“bencana hari ini~tak tertolong lagi,gunung merapi kembali muntah hari ini & warga waspada susulan”",1
Erupsi Gunung Semeru telan banyak korban jiwa pada pertengahan April,https://www.antaranews.com/berita/4065864/hoaks-erupsi-gunung-semeru-telan-banyak-korban-jiwa-pada-pertengahan-april,,"– sebuah unggahan video di youtube menarasikan gunung semeru erupsi sejak lebaran hari ketiga atau pada 13 april 2024 hingga banyak menelan korban jiwa.

video berdurasi empat menit tersebut memperlihatkan gunung yang sedang mengeluarkan asap dan abu vulkanik.

berikut narasi dalam unggahan tersebut:
“bencana hari ini~naas lebaran ke tiga..gunung semeru kembali meletus & banyak telan korba jiwa”",1
Uang keluaran terbaru setara satu juta rupiah,https://www.antaranews.com/berita/4064415/hoaks-uang-keluaran-terbaru-setara-satu-juta-rupiah,,"– sebuah unggahan video di facebook menampilkan lembaran yang diklaim uang baru dari bank indonesia dengan tulisan nominal 1.0 dengan warna gradasi putih, merah, hijau dan kuning.

berikut narasi dalam unggahan tersebut:
“uang keluaran terbaru 2024 di indonesia
pecahan yang katanya 1 lembaranya setara 1 juta rupiah”",1
PBB tidak setujui kemenangan Prabowo-Gibran pada Pemilu 2024,https://www.antaranews.com/berita/4058271/hoaks-pbb-tidak-setujui-kemenangan-prabowo-gibran-pada-pemilu-2024,,"– sebuah unggahan video di x menarasikan mahkamah internasional dan pbb tidak menyetujui prabowo dan gibran menjadi presiden dan wakil presiden.

berikut narasi dalam unggahan tersebut:
“prabowo - gibran diputuskan tdk boleh jadi presiden dan wakil presiden  oleh mahkamah internasional / pbb ! bila dipaksakan,  berlaku sanksi internasional buat indonesia...yg pasti tdk di akui negara"" dunia...”",1
Video penangkapan Raffi Ahmad karena keterlibatan dalam kasus korupsi Rp271 triliun,https://www.antaranews.com/berita/4056795/hoaks-video-penangkapan-raffi-ahmad-karena-keterlibatan-dalam-kasus-korupsi-rp271-triliun,,"– sebuah unggahan viral video di media sosial tiktok dengan 27 juta kali penayangan menampilkan istri artis raffi ahmad, nagita slavina mempertanyakan kedatangan orang-orang yang langsung membawa raffi ahmad.

video tersebut dinarasikan raffi ahmad diringkus polisi karena terlibat dalam kasus dugaan korupsi pt timah sebesar rp271 triliun.

berikut narasi dalam unggahan tersebut:
“raffi ahmad dirin9ku5 poli51 k45us pencuc14n uang 271 triliun #raffiahmad  #ditangkap  #polisi #271triliun #nagitaslavina”",1
Video Sri Mulyani jelaskan utang negara pada sidang MK,https://www.antaranews.com/berita/4056039/hoaks-video-sri-mulyani-jelaskan-utang-negara-pada-sidang-mk,,"– sebuah unggahan video tiktok menarasikan menteri keuangan sri mulyani menjelaskan terkait utang negara pada sidang sengketa pemilu di mahkamah konstitusi (mk). 

berikut transkrip dalam video sri mulyani tersebut:
“ngutang saya ngutang tapi sampai 8000 triliun mikir nggak anak cucu yang nanggung, 02 mana mikir kesitu. bapak vt saya banyak loh yang mengungkap tentang utang negara, bahkan kalau saya live saya selalu bahas tentang utnag negara. ya mungkin bapak yang tidak paham tentang utang negara, saya akan jelaskan sekali lagi ya mumpung saya lagi ada semangat untuk menjelaskan supaya bapak tidak berpikiran jahat terhadap pemerintah. jadi begini pak, utang negara setiap negara ingin mengajukan utang kepada imf atau world bank atau kepada negara-negara lain ya gitu. maka harus disepakati oleh wakil-wakil bapak di dpr ri. presiden tidak bisa memutuskan segala sesuatunya sendirian, dan dpr punya peraturan bahwa negara tidak boleh berhutang yang mana pembayarannya cicilannya itu elebihi 60 persen dari penghasilan negara. sejak bapak jokowi menjadi presiden, utang kita tidak sampai 35 persen artinya jauh dari batas maksimal berhutang yang ditentukan oleh dpr ri yaitu 60 persen. artinya kita masih diambang aman. indonesia juga terkenal dengan negara yang utangnya sedikit dibanding dengan jepang amerika yang sampai 200 persen dari pdb nya. tahun lalu bapak jokowi sudah melunasi utang warisan sebanyak 7000 triliun,”",1
Foto kesepakatan pelunasan utang Indonesia terhadap Tiongkok,https://www.antaranews.com/berita/4054953/hoaks-foto-kesepakatan-pelunasan-utang-indonesia-terhadap-tiongkok,,"– sebuah unggahan video di tiktok menampilkan foto presiden joko widodo bersama dengan presiden tiongkok xi jinping menyaksikan penandatanganan sejumlah nota kesepahaman atau memorandum of understanding (mou).

dalam unggahan tersebut, dinarasikan mou tersebut berisi utang indonesia terhadap tiongkok sudah lunas.

berikut narasi dalam unggahan tersebut:
“proses penanda tanganan bukti pelunasan hutang indonesia ke china”",1
MK kabulkan gugatan sengketa hasil pemilu pada awal April 2024.,https://www.antaranews.com/berita/4050021/hoaks-mk-kabulkan-gugatan-sengketa-hasil-pemilu-pada-awal-april-2024,,"– sebuah unggahan di youtube menarasikan mahkamah konstitusi (mk) mengabulkan gugatan sengketa hasil pemilu yang diajukan pasangan calon (paslon) presiden nomor urut satu dan tiga yakni anies baswedan-muhaimin iskandar dan ganjar pranowo-mahfud md.

sebelumnya, kubu anies baswedan dan ganjar pranowo menilai ada kecurangan dalam pilpres 2024 dan meminta mk membatalkan penetapan calon presiden dan wakil presiden.

berikut narasi dalam unggahan tersebut:
“gugatan 01 & 03 dikabulkan !! p4slon 02 jelas melngg4r p3milu || bukti sangat jelas”",1
Pilpres resmi digelar ulang pada awal April 2024,https://www.antaranews.com/berita/4049325/hoaks-pilpres-resmi-digelar-ulang-pada-awal-april-2024,,"– sebuah unggahan video youtube menarasikan bahwa hasil gugatan hasil sengketa pemilu yang diajukan pasangan calon presiden dan wakil presiden nomor urut satu dan nomor urut tiga yakni anies baswedan-muhaimin iskandar serta ganjar pranowo - mahfud md ke mahkamah konstitusi (mk) tersebut dikabulkan.

oleh karena itu, mk memerintahkan akan dilakukan pemungutan suara pilpres 2024 resmi digelar ulang pada awal april 2024.

diketahui, anies-muhaimin memohon mk mendiskualifikasi pasangan calon presiden dan wakil presiden prabowo subianto-gibran rakabuming raka sebagai peserta pilpres 2024. keduanya turut meminta mk memerintahkan kepada kpu melakukan pemungutan suara ulang pilpres 2024 tanpa mengikutsertakan prabowo-gibran.

sementara itu, pasangan ganjar-mahfud memohon mk membatalkan keputusan kpu nomor 360 tahun 2024 tentang penetapan hasil pemilihan umum presiden dan wakil presiden tahun 2024.

berikut narasi dalam unggahan tersebut:
“gagal harapan jadi presiden !! ben4r² kabar bur'uk || kubu 01 inginkan pemilu diulang
resmi pemilu digelar ulang”",1
Video klaim delapan artis terlibat korupsi kasus timah dari Raffi Ahmad hingga Haji Faisal,https://www.antaranews.com/berita/4045728/disinformasi-video-klaim-delapan-artis-terlibat-korupsi-kasus-timah-dari-raffi-ahmad-hingga-haji-faisal,,"– kasus dugaan korupsi tata niaga komoditas timah wilayah izin usaha pertambangan (iup) pt timah tbk tahun 2015-2022 diperkirakan mengakibatkan kerugian lingkungan hingga rp 271 triliun menyeret suami aktris sandra dewi, harvey moeis.

sebuah unggahan video di tiktok ini dan ini menampilkan video yang menarasikan diduga masih ada delapan publik figure yang terlibat kasus timah ini.

dalam video lain namun konteks yang sama, delapan artis tersebut dijelaskan raffi ahmad, atta halilintar, judika, haji faisal, hingga dokter tirta.

berikut narasi dalam unggahan tersebut:
“diduga masih ada 8 publik pigur, perasaan ko bisa pendukung 02 semua yang all in 271 t
8 artis yang diduga terlibat k45us pencuc14n uang timah 271 triliun: raffi ahmad, atta halilintar, stefan willian, judika, ryan d’masiv, dokter tirta, gusmiftah, haji faizal”",1
Video penampakan depan rumah mewah Sandra Dewi dan Harvey Moeis,https://www.antaranews.com/berita/4043628/disinformasi-video-penampakan-depan-rumah-mewah-sandra-dewi-dan-harvey-moeis,,"– kasus dugaan korupsi tata niaga komoditas timah wilayah izin usaha pertambangan (iup) pt timah tbk tahun 2015-2022 yang diduga mengakibatkan kerugian lingkungan hingga rp 271 triliun menyeret suami aktris sandra dewi, harvey moeis menarik perhatiana publik.

sebuah unggahan tiktok menampilkan video rumah mewah bertingkat lengkap dengan kolam renang dan halaman luas disekitarnya.

berikut narasi dalam unggahan tersebut:
“rumah mewah sandra dewi”",1
Kebakaran gudang peluru di Bogor sebabkan korban jiwa 15 orang,https://www.antaranews.com/berita/4036485/disinformasi-kebakaran-gudang-peluru-di-bogor-sebabkan-korban-jiwa-15-orang,,"– sebuah unggahan video menampilkan gudang amunisi artileri medan (armed) di perbatasan bekasi-bogor meledak pada sabtu (30/3).

ledakan tersebut terjadi pukul 18.00 wib di jl. yon armed no.7, rt.005/ rw.004, cikiwul, bantar gebang, kota bekasi, jawa barat.

dalam komentar tersebut, terdapat sebuah akun mempertanyakan jumlah korban jiwa dalam ledakan tersebut, dan dijawab oleh akun lainnya, korban jiwa dalam ledakan tersebut berjumlah 15 orang.",1
Formasi Kabinet Indonesia Maju II,https://www.antaranews.com/berita/4035450/hoaks-formasi-kabinet-indonesia-maju-ii,,"– beredar susunan kabinet indonesia maju ii atau jilid 2 kembali beredar di media sosial tiktok.

dalam formasi tersebut terdapat foto mahfud md, airlangga hartanto, zulkifli hasan, dan erick thohir yang dinarasikan sebagai menteri koordinator.

selain itu, dijabatan menteri bidang teknis terdapat foto, ahy, anies baswedan, ganjar pranowo, sri mulyani, yenny wahid, kaesang pangarep hingga raffi ahmad.",1
"Gojek bagikan THR ke mitra ojek daring sebesar Rp1,8 juta",https://www.antaranews.com/berita/4034223/hoaks-gojek-bagikan-thr-ke-mitra-ojek-daring-sebesar-rp18-juta,,"– sebuah unggahan facebook menarasikan perusahaan gojek tokopedia (goto) membagikan tunjangan hari raya (thr) kepada mitra ojek online sebesar rp1,2 juta hingga rp1,8 juta.

berikut narasi dalam unggahan tersebut:
“gojek tokopedia telah menyepakati peraturan pemerintah (pp) no. 14 tahun 2024 tentang tunjangan hari raya (thr). 
bahwa untuk tunjangan hari raya (thr) tahun 2024 akan dibayarkan kepada seluruh mitra yang aktif dalam 9 bulan terakhir, selambatnya tanggal 02 april 2024 besaran thr mitra akan disesuaikan dengan ketentuan gojek terbaru, sebagai berikut: 
1. mitra sampingan sebesar rp. 1.200.000,. 
2. mitra full time sebesar rp 1.800.000,. 
demikian yang kami sampaikan, atas perhatian dan kerjasamanya kami ucapkan terima kasih. selalu patuhi rambu-rambu lalu lintas dan tetap semangat. salam, gojek indonesia”",1
Bumi akan gelap pada 8 April 2024,https://www.antaranews.com/berita/4032321/hoaks-bumi-akan-gelap-pada-8-april-2024,,"– sebuah unggahan video berdurasi satu menit di facebook menarasikan bahwa bumi akan terjadi kegelapan selama tiga hari, mulai dari 3 april 2024.

dalam unggahan tersebut, dinarasikan bumi akan melewati sabuk proton. saat momen tersebut, tidak ada cahaya matahari ataupun bulan dipermukaan bumi. pengunggah juga menyarankan kepada masyarakat untuk menyediakan stok makanan, air hingga lilin.

berikut narasi dalam unggahan tersebut:
“kejadian di bumi pada 8 april 2024
akan terjadi kegelapan selama 3 hari ketika bumi melewati sabuk poton.
inilah saat bumi masuk & melewati sabuk ini.
tidak akan ada sinar matahari atau cahaya bulan di permukaan bumi.
foton adalah partikel2 elektromaknetik yg bergerak dengan kecepatan cahaya & akan bertindak sbg penghalang atau perisai sementara di bumi yg mencegah cahaya matahari atau bintang melewatinya.
ini diperkirakan akan berlangsung selama 72 jam atau 3 hari. tidak ada jeda atau periode cahaya.
selama 3 hari hanya akan ada kegelapan.
direkomendasikan untuk stok makanan, air, lilin & barang2 penting lainnya.
semua sinar matahari akan terhalang & panel surya tidak akan menghasilkan energi.
tetap di rumah & hindari bepergian demi keselamatan.
sinar matahari akan kembali ke bumi menandai dimulainya jaman keemasan.”",1
